0.4215,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The United Arab Emirates https://t.co/sgSLoiblfw,2020-01-08
0.296,"China - Media: WSJ says sources tell them mystery pneumonia is a new coronavirus - something that has been speculated for days.  https://t.co/ttsBah3olF h/t Shiloh, alert",2020-01-08
0.0,The mystery new virus causing #China pneumonia outbreak is possibly new coronavirus (same family as #sars and #mers - h/t @HelenBranswell ). Is it time to catalogue all animal viruses? My @FT col on divided opinions. https://t.co/9DGIXdOPGh via @financialtimes,2020-01-08
