-0.5267,"@shehryar_taseer That’s 💯 true , 
Corona virus 
swine flue 
Bird flu in December when whole Pk is busy in Marriage halls eating multiple chicken dishes 
flu shots r billion$$ industry alone in western world",2020-01-04
0.0,Coronavirus | Human Coronavirus Types | CDC https://t.co/IxoxVRarIb,2020-01-04
